,Temperature (K),Volume (angstrom^3),E Number,E Loading Mean,E Loading STD
0,463.0,1152.0,8.166666666666666,8.113162057291667,0.000667486767203239
1,463.0,89478485.33333333,8.166666666666666,0.023773020833333335,0.00019003194975341167
2,463.0,5726623061.333333,8.166666666666666,0.000369921875,1.71180533546032e-05
3,463.0,366503875925.3333,8.166666666666666,5.3125e-06,2.13223848858945e-06
4,463.0,1501199875790165.2,8.166666666666666,0.0,0.0
5,463.0,45812984490.666664,8.166666666666666,4.8203125e-05,6.2434318786436595e-06
6,463.0,2932031007402.6665,8.166666666666666,6.770833333333333e-07,7.915981329984721e-07
7,463.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
8,463.0,23456248059221.332,8.166666666666666,7.8125e-08,2.429004961741879e-07
9,463.0,187649984473770.66,8.166666666666666,5.208333333333334e-08,2.0171788261496964e-07
10,463.0,21845.333333333332,8.166666666666666,7.372627994791667,0.00606466767825877
11,463.0,715827882.6666666,8.166666666666666,0.00297734375,4.923302262194612e-05
12,463.0,174762.66666666666,8.166666666666666,4.9285049999999995,0.016953460270622406
13,463.0,11184810.666666666,8.166666666666666,0.18961812500000003,0.0015513934848360286
14,463.0,1398101.3333333333,8.166666666666666,1.37320890625,0.010543099117180073
15,463.0,9216.0,8.166666666666666,7.787130234375001,0.0028780458671892224
16,353.0,23456248059221.332,8.166666666666666,1.979166666666667e-06,9.716019846967515e-07
17,353.0,89478485.33333333,8.166666666666666,0.6205840364583333,0.013152522910161255
18,353.0,1398101.3333333333,8.166666666666666,7.20088015625,0.009191539456937077
19,353.0,11184810.666666666,8.166666666666666,4.075547421875,0.03838695118617488
20,353.0,174762.66666666666,8.166666666666666,8.020111328125001,0.0017546532982390668
21,353.0,5726623061.333333,8.166666666666666,0.00832359375,0.00013192295032346925
22,353.0,2932031007402.6665,8.166666666666666,1.5885416666666665e-05,3.1522251565362526e-06
23,353.0,1152.0,8.166666666666666,8.165643307291667,3.4176500347384665e-05
24,353.0,9216.0,8.166666666666666,8.1586275,0.00018803350026598385
25,353.0,45812984490.666664,8.166666666666666,0.0010384374999999999,3.096519523549339e-05
26,353.0,366503875925.3333,8.166666666666666,0.00013088541666666668,9.742646577105671e-06
27,353.0,21845.333333333332,8.166666666666666,8.147759296875002,0.00026374844567201607
28,353.0,1501199875790165.2,8.166666666666666,5.208333333333334e-08,2.0171788261496967e-07
29,353.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
30,353.0,187649984473770.66,8.166666666666666,2.0833333333333336e-07,4.166666666666667e-07
31,353.0,715827882.6666666,8.166666666666666,0.06816322916666667,0.0008619899797911905
32,343.0,1152.0,8.166666666666666,8.166057161458333,2.6810208862681296e-05
33,343.0,5726623061.333333,8.166666666666666,0.012502604166666667,0.0001464680754820538
34,343.0,366503875925.3333,8.166666666666666,0.00019528645833333334,1.2746883767804997e-05
35,343.0,89478485.33333333,8.166666666666666,1.0162989062499999,0.01950126014384221
36,343.0,1398101.3333333333,8.166666666666666,7.534888932291667,0.005989038501431707
37,343.0,11184810.666666666,8.166666666666666,5.063727760416667,0.023572848407654123
38,343.0,174762.66666666666,8.166666666666666,8.076774661458334,0.0013505287490026326
39,343.0,23456248059221.332,8.166666666666666,2.3437500000000002e-06,1.2747123177625435e-06
40,343.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
41,343.0,1501199875790165.2,8.166666666666666,1.3020833333333334e-07,3.0257682392245447e-07
42,343.0,715827882.6666666,8.166666666666666,0.10431497395833333,0.0023411930170845487
43,343.0,9216.0,8.166666666666666,8.161839843749998,0.00010652465267535883
44,343.0,21845.333333333332,8.166666666666666,8.155171614583333,0.00026105620948294685
45,343.0,187649984473770.66,8.166666666666666,2.604166666666667e-07,4.388619673529354e-07
46,343.0,45812984490.666664,8.166666666666666,0.0015539583333333334,4.201210969602825e-05
47,343.0,2932031007402.6665,8.166666666666666,2.4192708333333335e-05,3.804490533630766e-06
48,473.0,2932031007402.6665,8.166666666666666,4.947916666666668e-07,5.840536846876513e-07
49,473.0,187649984473770.66,8.166666666666666,0.0,0.0
50,473.0,89478485.33333333,8.166666666666666,0.01954625,0.00016369379866758028
51,473.0,5726623061.333333,8.166666666666666,0.0003019010416666667,1.8794200650243077e-05
52,473.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
53,473.0,1501199875790165.2,8.166666666666666,0.0,0.0
54,473.0,23456248059221.332,8.166666666666666,2.604166666666667e-08,1.449938636153652e-07
55,473.0,1152.0,8.166666666666666,8.097309765624999,0.0007565787920010694
56,473.0,9216.0,8.166666666666666,7.688658359374999,0.004242531374104271
57,473.0,45812984490.666664,8.166666666666666,3.713541666666667e-05,4.898879814559651e-06
58,473.0,174762.66666666666,8.166666666666666,4.503144921875,0.011009481520440975
59,473.0,11184810.666666666,8.166666666666666,0.15512606770833332,0.00128272767489842
60,473.0,1398101.3333333333,8.166666666666666,1.1398879166666664,0.007899332288721549
61,473.0,21845.333333333332,8.166666666666666,7.1954390625,0.00669898397325086
62,473.0,366503875925.3333,8.166666666666666,4.218750000000001e-06,2.0299140906151123e-06
63,473.0,715827882.6666666,8.166666666666666,0.00244640625,4.310307287761578e-05
64,453.0,2932031007402.6665,8.166666666666666,8.333333333333334e-07,7.216878364870323e-07
65,453.0,5726623061.333333,8.166666666666666,0.00046135416666666666,2.0841404686478205e-05
66,453.0,21845.333333333332,8.166666666666666,7.5307838020833335,0.005166120358959785
67,453.0,9216.0,8.166666666666666,7.869136041666667,0.0023227679604867425
68,453.0,89478485.33333333,8.166666666666666,0.029380260416666665,0.00023367984292342234
69,453.0,23456248059221.332,8.166666666666666,2.3437500000000003e-07,3.746743377588062e-07
70,453.0,1152.0,8.166666666666666,8.125705755208333,0.0005217415564326807
71,453.0,187649984473770.66,8.166666666666666,5.208333333333334e-08,2.0171788261496964e-07
72,453.0,174762.66666666666,8.166666666666666,5.3541544270833334,0.015449420684872173
73,453.0,11184810.666666666,8.166666666666666,0.23331205729166665,0.0021153271063083716
74,453.0,1398101.3333333333,8.166666666666666,1.6683400520833334,0.010946711938031066
75,453.0,715827882.6666666,8.166666666666666,0.003662005208333333,5.237412960651401e-05
76,453.0,366503875925.3333,8.166666666666666,8.359375000000002e-06,2.9718322815015987e-06
77,453.0,45812984490.666664,8.166666666666666,5.536458333333333e-05,5.323467029603713e-06
78,453.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
79,453.0,1501199875790165.2,8.166666666666666,0.0,0.0
80,363.0,21845.333333333332,8.166666666666666,8.136285572916666,0.00046413671719930887
81,363.0,45812984490.666664,8.166666666666666,0.0007072135416666668,1.6875783643069977e-05
82,363.0,366503875925.3333,8.166666666666666,8.687500000000001e-05,8.41883222965698e-06
83,363.0,9216.0,8.166666666666666,8.153866874999999,0.00023218270987292395
84,363.0,715827882.6666666,8.166666666666666,0.046353125,0.0006776351917698782
85,363.0,1398101.3333333333,8.166666666666666,6.7695611979166666,0.013089718752511694
86,363.0,174762.66666666666,8.166666666666666,7.936474479166667,0.002903846861501443
87,363.0,11184810.666666666,8.166666666666666,3.088866223958333,0.03376572549343905
88,363.0,23456248059221.332,8.166666666666666,1.40625e-06,9.86838297994605e-07
89,363.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
90,363.0,89478485.33333333,8.166666666666666,0.40279447916666666,0.008222655329407445
91,363.0,1501199875790165.2,8.166666666666666,2.604166666666667e-08,1.4499386361536516e-07
92,363.0,5726623061.333333,8.166666666666666,0.00571046875,6.326645917680892e-05
93,363.0,187649984473770.66,8.166666666666666,1.5625e-07,3.252603124165833e-07
94,363.0,1152.0,8.166666666666666,8.165036302083333,5.2575977389213526e-05
95,363.0,2932031007402.6665,8.166666666666666,1.0703125000000001e-05,3.104861324678787e-06
96,373.0,1501199875790165.2,8.166666666666666,0.0,0.0
97,373.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
98,373.0,2932031007402.6665,8.166666666666666,7.994791666666667e-06,1.996735345490372e-06
99,373.0,89478485.33333333,8.166666666666666,0.272418671875,0.00593181899953143
100,373.0,5726623061.333333,8.166666666666666,0.004010755208333333,6.32130709108834e-05
101,373.0,9216.0,8.166666666666666,8.146605026041666,0.00026146750352243136
102,373.0,23456248059221.332,8.166666666666666,1.3020833333333335e-06,1.0192909266031733e-06
103,373.0,187649984473770.66,8.166666666666666,1.0416666666666668e-07,2.7559909490256157e-07
104,373.0,1398101.3333333333,8.166666666666666,6.241074088541667,0.014423749976467976
105,373.0,11184810.666666666,8.166666666666666,2.245668385416667,0.02505793522950437
106,373.0,174762.66666666666,8.166666666666666,7.821531901041666,0.003757246870599691
107,373.0,21845.333333333332,8.166666666666666,8.119748958333332,0.0005646655459824878
108,373.0,45812984490.666664,8.166666666666666,0.000500546875,1.858913560272767e-05
109,373.0,1152.0,8.166666666666666,8.164125520833334,6.581742621645929e-05
110,373.0,366503875925.3333,8.166666666666666,6.291666666666666e-05,6.760408641494979e-06
111,373.0,715827882.6666666,8.166666666666666,0.03226614583333333,0.00034571212421588804
112,443.0,2932031007402.6665,8.166666666666666,1.4062500000000003e-06,1.0298812465252704e-06
113,443.0,1152.0,8.166666666666666,8.136044036458333,0.0003382788152257215
114,443.0,1398101.3333333333,8.166666666666666,2.034703046875,0.011114992322234125
115,443.0,11184810.666666666,8.166666666666666,0.2914674479166667,0.002519477243176555
116,443.0,174762.66666666666,8.166666666666666,5.783606770833333,0.01438631505273133
117,443.0,5726623061.333333,8.166666666666666,0.0005708333333333333,2.0433666392065386e-05
118,443.0,89478485.33333333,8.166666666666666,0.03660390625,0.0002517996369798014
119,443.0,23456248059221.332,8.166666666666666,1.0416666666666668e-07,2.7559909490256157e-07
120,443.0,715827882.6666666,8.166666666666666,0.004578984375,5.709615670100778e-05
121,443.0,187649984473770.66,8.166666666666666,0.0,0.0
122,443.0,1501199875790165.2,8.166666666666666,0.0,0.0
123,443.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
124,443.0,366503875925.3333,8.166666666666666,9.010416666666668e-06,2.6957842280432364e-06
125,443.0,21845.333333333332,8.166666666666666,7.669836848958333,0.0042346925964041665
126,443.0,45812984490.666664,8.166666666666666,7.278645833333334e-05,9.177572525270352e-06
127,443.0,9216.0,8.166666666666666,7.939625182291667,0.0023322423671130574
128,393.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
129,393.0,715827882.6666666,8.166666666666666,0.016940703125,0.00013667128888509138
130,393.0,1501199875790165.2,8.166666666666666,0.0,0.0
131,393.0,187649984473770.66,8.166666666666666,7.8125e-08,2.429004961741879e-07
132,393.0,366503875925.3333,8.166666666666666,3.3541666666666664e-05,5.70163840975167e-06
133,393.0,174762.66666666666,8.166666666666666,7.457657265625,0.005005586962068095
134,393.0,1152.0,8.166666666666666,8.160901145833334,9.727911901593726e-05
135,393.0,45812984490.666664,8.166666666666666,0.0002682291666666666,1.3951724181580169e-05
136,393.0,11184810.666666666,8.166666666666666,1.15226375,0.012819182158257865
137,393.0,1398101.3333333333,8.166666666666666,4.963403072916666,0.021908539684029615
138,393.0,9216.0,8.166666666666666,8.121935989583335,0.0005922863332764929
139,393.0,5726623061.333333,8.166666666666666,0.0021084375,4.613901379255955e-05
140,393.0,2932031007402.6665,8.166666666666666,4.0625000000000005e-06,1.8251474445765866e-06
141,393.0,21845.333333333332,8.166666666666666,8.062311354166667,0.0013304506557865968
142,393.0,89478485.33333333,8.166666666666666,0.13791127604166667,0.0016692479098058728
143,393.0,23456248059221.332,8.166666666666666,6.770833333333333e-07,9.184995879452291e-07
144,403.0,23456248059221.332,8.166666666666666,4.1666666666666667e-07,6.25e-07
145,403.0,1501199875790165.2,8.166666666666666,0.0,0.0
146,403.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
147,403.0,715827882.6666666,8.166666666666666,0.012610833333333333,0.00011086974652466951
148,403.0,1152.0,8.166666666666666,8.158326953125,0.00013028907652766416
149,403.0,45812984490.666664,8.166666666666666,0.00019752604166666668,1.2453880849778758e-05
150,403.0,2932031007402.6665,8.166666666666666,2.4739583333333336e-06,1.2234041298485778e-06
151,403.0,187649984473770.66,8.166666666666666,2.604166666666667e-08,1.449938636153652e-07
152,403.0,9216.0,8.166666666666666,8.102062265625,0.0008730098457225069
153,403.0,1398101.3333333333,8.166666666666666,4.282695078125,0.021223347389324892
154,403.0,174762.66666666666,8.166666666666666,7.206480208333334,0.00911441388890108
155,403.0,11184810.666666666,8.166666666666666,0.8443477604166667,0.009011118384133994
156,403.0,21845.333333333332,8.166666666666666,8.0169428125,0.0014528464152010385
157,403.0,5726623061.333333,8.166666666666666,0.0015742968750000002,3.297404635906748e-05
158,403.0,366503875925.3333,8.166666666666666,2.3333333333333332e-05,4.394796481193539e-06
159,403.0,89478485.33333333,8.166666666666666,0.101938125,0.0015169548575783513
160,413.0,89478485.33333333,8.166666666666666,0.07699971354166665,0.0009658353917097485
161,413.0,187649984473770.66,8.166666666666666,5.208333333333334e-08,2.0171788261496967e-07
162,413.0,366503875925.3333,8.166666666666666,1.8307291666666665e-05,4.200303679290807e-06
163,413.0,1501199875790165.2,8.166666666666666,0.0,0.0
164,413.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
165,413.0,1152.0,8.166666666666666,8.1548315625,0.00015834755281567841
166,413.0,5726623061.333333,8.166666666666666,0.0011957552083333334,3.290635345755079e-05
167,413.0,2932031007402.6665,8.166666666666666,2.552083333333334e-06,1.5157950219640885e-06
168,413.0,9216.0,8.166666666666666,8.075150078124999,0.0010055474462399541
169,413.0,45812984490.666664,8.166666666666666,0.00015059895833333334,1.1285119517578966e-05
170,413.0,21845.333333333332,8.166666666666666,7.957440833333333,0.0022021027967446985
171,413.0,1398101.3333333333,8.166666666666666,3.6205703125,0.01949871216895701
172,413.0,11184810.666666666,8.166666666666666,0.6302129427083333,0.007317554328107711
173,413.0,174762.66666666666,8.166666666666666,6.909146119791667,0.01075632563730225
174,413.0,715827882.6666666,8.166666666666666,0.009529244791666665,0.0001244633200120776
175,413.0,23456248059221.332,8.166666666666666,2.864583333333334e-07,3.9579906649923607e-07
176,383.0,45812984490.666664,8.166666666666666,0.0003578385416666666,1.600626420207405e-05
177,383.0,715827882.6666666,8.166666666666666,0.02316671875,0.00021123109069503862
178,383.0,366503875925.3333,8.166666666666666,4.502604166666667e-05,4.829939428932083e-06
179,383.0,21845.333333333332,8.166666666666666,8.095756640625002,0.0008907248356416184
180,383.0,9216.0,8.166666666666666,8.13644171875,0.0004367439368605119
181,383.0,2932031007402.6665,8.166666666666666,5.572916666666667e-06,2.199249201116397e-06
182,383.0,89478485.33333333,8.166666666666666,0.19093010416666667,0.002996513104887144
183,383.0,1152.0,8.166666666666666,8.162775104166666,8.361274771159236e-05
184,383.0,187649984473770.66,8.166666666666666,7.8125e-08,2.429004961741879e-07
185,383.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
186,383.0,1501199875790165.2,8.166666666666666,0.0,0.0
187,383.0,174762.66666666666,8.166666666666666,7.660478020833333,0.004121431957225244
188,383.0,11184810.666666666,8.166666666666666,1.604922890625,0.014853244150853994
189,383.0,1398101.3333333333,8.166666666666666,5.628533671874999,0.020207775619300795
190,383.0,23456248059221.332,8.166666666666666,7.812500000000001e-07,7.777700272431293e-07
191,383.0,5726623061.333333,8.166666666666666,0.0028895572916666666,5.12118694428508e-05
192,433.0,1152.0,8.166666666666666,8.143909296875,0.00030515372871719863
193,433.0,23456248059221.332,8.166666666666666,1.3020833333333334e-07,3.0257682392245447e-07
194,433.0,715827882.6666666,8.166666666666666,0.005734401041666667,6.227049332703807e-05
195,433.0,45812984490.666664,8.166666666666666,9.0703125e-05,7.643617341789706e-06
196,433.0,2932031007402.6665,8.166666666666666,1.5885416666666669e-06,1.109448354382333e-06
197,433.0,1501199875790165.2,8.166666666666666,0.0,0.0
198,433.0,5726623061.333333,8.166666666666666,0.0007199479166666667,2.0562761206547635e-05
199,433.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
200,433.0,11184810.666666666,8.166666666666666,0.3708716666666667,0.0039678176726423925
201,433.0,366503875925.3333,8.166666666666666,1.1302083333333335e-05,3.5412836802728284e-06
202,433.0,174762.66666666666,8.166666666666666,6.186666197916667,0.013266476436714419
203,433.0,1398101.3333333333,8.166666666666666,2.482948723958333,0.016424206426088113
204,433.0,21845.333333333332,8.166666666666666,7.785767421875001,0.004356117736511265
205,433.0,187649984473770.66,8.166666666666666,2.604166666666667e-08,1.4499386361536516e-07
206,433.0,89478485.33333333,8.166666666666666,0.04630187499999999,0.00047892244682144986
207,433.0,9216.0,8.166666666666666,7.996095026041667,0.0013973266496473179
208,493.0,9216.0,8.166666666666666,7.446824895833334,0.005583692540333919
209,493.0,715827882.6666666,8.166666666666666,0.0016987500000000002,4.4961403200720714e-05
210,493.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
211,493.0,1501199875790165.2,8.166666666666666,0.0,0.0
212,493.0,21845.333333333332,8.166666666666666,6.785228255208333,0.007644941459560794
213,493.0,366503875925.3333,8.166666666666666,3.2552083333333335e-06,1.4031118534400203e-06
214,493.0,187649984473770.66,8.166666666666666,0.0,0.0
215,493.0,174762.66666666666,8.166666666666666,3.7013734375,0.013601657217744124
216,493.0,11184810.666666666,8.166666666666666,0.10760130208333335,0.0007730360121668133
217,493.0,1398101.3333333333,8.166666666666666,0.8012759375,0.006375980955811544
218,493.0,45812984490.666664,8.166666666666666,2.6354166666666666e-05,4.36879520323141e-06
219,493.0,23456248059221.332,8.166666666666666,7.8125e-08,2.429004961741879e-07
220,493.0,5726623061.333333,8.166666666666666,0.00020625,1.3068662156301826e-05
221,493.0,89478485.33333333,8.166666666666666,0.013541119791666667,0.00011668537970738512
222,493.0,1152.0,8.166666666666666,8.054823854166667,0.0013683327901375345
223,493.0,2932031007402.6665,8.166666666666666,5.468750000000001e-07,6.785840739997596e-07
224,483.0,1501199875790165.2,8.166666666666666,0.0,0.0
225,483.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
226,483.0,715827882.6666666,8.166666666666666,0.0020272135416666667,5.1592524665357184e-05
227,483.0,2932031007402.6665,8.166666666666666,4.166666666666667e-07,5.103103630798288e-07
228,483.0,21845.333333333332,8.166666666666666,6.997173229166666,0.008209008066996315
229,483.0,23456248059221.332,8.166666666666666,1.5625e-07,3.252603124165833e-07
230,483.0,9216.0,8.166666666666666,7.575969244791667,0.00443306397677658
231,483.0,187649984473770.66,8.166666666666666,0.0,0.0
232,483.0,45812984490.666664,8.166666666666666,3.114583333333333e-05,4.871392896287468e-06
233,483.0,1152.0,8.166666666666666,8.0778871875,0.0009408528874462054
234,483.0,5726623061.333333,8.166666666666666,0.00025104166666666667,1.2323405350975208e-05
235,483.0,1398101.3333333333,8.166666666666666,0.9543092968750001,0.007423146145851086
236,483.0,174762.66666666666,8.166666666666666,4.088739713541667,0.016071995112392518
237,483.0,11184810.666666666,8.166666666666666,0.12860825520833333,0.0008845061092296301
238,483.0,89478485.33333333,8.166666666666666,0.01617484375,0.0001419940209122425
239,483.0,366503875925.3333,8.166666666666666,4.296875000000001e-06,1.8877963228582743e-06
240,423.0,1501199875790165.2,8.166666666666666,0.0,0.0
241,423.0,1.2009599006321322e+16,8.166666666666666,0.0,0.0
242,423.0,2932031007402.6665,8.166666666666666,1.8750000000000003e-06,9.991315673568166e-07
243,423.0,45812984490.666664,8.166666666666666,0.000114921875,9.000287840208068e-06
244,423.0,9216.0,8.166666666666666,8.040608723958332,0.0014171163499592518
245,423.0,715827882.6666666,8.166666666666666,0.007356770833333333,8.4494449912241e-05
246,423.0,21845.333333333332,8.166666666666666,7.8810208333333325,0.0026891594037188934
247,423.0,23456248059221.332,8.166666666666666,1.5625e-07,3.252603124165833e-07
248,423.0,187649984473770.66,8.166666666666666,7.8125e-08,2.429004961741879e-07
249,423.0,1398101.3333333333,8.166666666666666,3.006588046875,0.02333383369311847
250,423.0,11184810.666666666,8.166666666666666,0.47905085937499997,0.003695262448183319
251,423.0,174762.66666666666,8.166666666666666,6.565897213541667,0.012200907032057898
252,423.0,89478485.33333333,8.166666666666666,0.05931955729166667,0.0006165707267843537
253,423.0,1152.0,8.166666666666666,8.150100598958334,0.0002076305055601367
254,423.0,366503875925.3333,8.166666666666666,1.4140625e-05,3.1901838850583693e-06
255,423.0,5726623061.333333,8.166666666666666,0.0009226041666666666,2.668354771671112e-05
